,ROME_PROFESSION_CARD_CODE,TXT_NAME
331,D1505,Peut effectuer le réassort des produits en magasin.
332,D1506,"Optimise l'organisation des linéaires de vente (implantation, mise en valeur, quantité, ...) afin d'accroître la rentabilité commerciale d'une surface de vente (hypermarché, ...) selon les objectifs commerciaux de la marque ou de l'enseigne."
333,D1506,Peut réaliser des outils d'aide à la vente.
334,D1506,Peut coordonner une équipe.
335,D1507,"Réalise la mise en rayon (installation, balisage, étiquetage, ...) de produits alimentaires (frais et hors frais) ou non alimentaires sur une surface de vente selon la réglementation du commerce, les objectifs commerciaux de l'entreprise et les règles d'hygiène et de sécurité."
336,D1507,Peut effectuer l'encaissement de produits ou d'articles.
337,D1508,"Effectue les opérations de gestion (flux financiers, comptage de fonds de caisses, ...) et d'organisation (planning des hôtes de caisse, fluidité des files d'attente, ...) de la ligne de caisses d'un magasin selon la stratégie commerciale de l'entreprise et la charte qualité du magasin."
338,D1508,"Peut effectuer l'encaissement de produits, d'articles."
339,D1509,Organise et coordonne l'activité d'un ensemble de rayons d'une surface de vente de la grande distribution selon les objectifs commerciaux de la structure.
340,D1509,Coordonne une équipe.
341,E1101,"Réalise l'animation d'un site multimédia (forum, chat, jeu, vente, emploi, administration, ...) et le suivi des relations et des échanges avec les clients, les internautes."
342,E1101,Peut coordonner une équipe.
343,E1102,"Conçoit des histoires, écrit des textes (roman, scénario, biographie, ...) dans le but d'une diffusion papier, audiovisuelle ou multimédia ou d'une représentation de spectacle."
344,E1102,"Peut écrire ou réécrire des textes pour le compte de tiers ou d'entreprises (correspondance, formalités administratives, ...)."
345,E1102,Peut mettre en scène ou interpréter ses oeuvres.
346,E1103,"Organise, met en oeuvre des actions de communication et de diffusion de l'information et réalise des outils/supports de communication selon la stratégie de l'entreprise."
347,E1103,Peut participer à la définition de la politique de communication et élaborer le plan de communication.
348,E1103,Peut diriger un service ou une équipe.
349,E1104,"Recherche et définit les concepts créatifs de projets multimédia (communication, jeux vidéo, ...), supervise la réalisation des projets retenus (maquette, rough, story-board) en cohérence avec la stratégie commerciale."
350,E1104,Peut coordonner une équipe.
351,E1105,"Supervise, coordonne et prépare la réalisation et l'édition de produits, de publications (livres, ouvrages, revues, support multimédia, ...) selon la politique éditoriale et commerciale."
352,E1105,Peut coordonner les promotions et mettre en oeuvre les actions de distribution et de diffusion.
353,E1105,Peut diriger une collection ou coordonner une équipe.
354,E1106,"Recueille, vérifie et traite l'information et l'actualité sur un sujet donné en vue de sa diffusion média selon les orientations de la structure d'information, les règles déontologiques et la réglementation de l'information."
355,E1106,Peut définir la politique d'information de la structure.
356,E1106,Peut animer une équipe.
357,E1107,"Prend en charge la conception, les préparatifs et l'organisation matérielle et logistique d'évènementiels (mariage, réception, séminaires, inauguration, ...) dans le cadre de prestations de service à des particuliers ou des professionnels."
358,E1108,"Interprète des communications orales (conférences, échanges, interviews, ...) ou traduit des documents écrits (livres, notices techniques, ...) et les transpose d'une langue à une autre."
359,E1108,"Peut réaliser une étude documentaire sur le sujet traité (concepts techniques, structures grammaticales complexes, ...)."
360,E1108,Peut diriger une équipe.
361,E1201,"Prépare et réalise des prises de vues photographiques (reportages, publicité, mode, ...)."
362,E1201,"Effectue le suivi du traitement des épreuves (développement, tirage, ...) selon le code de la propriété intellectuelle et les impératifs des commandes (thème, délais, budgets, ...)."
363,E1201,Peut effectuer des activités de vente et de conseil.
364,E1201,Peut coordonner une équipe.
365,E1202,"Effectue tout ou partie des opérations de traitement de films cinématographiques (conduite de machines automatisées de développement et de tirage, montage, étalonnage, essuyage, projection) selon les règles de sécurité et les impératifs de production."
366,E1202,Peut effectuer la maintenance de premier niveau des machines et équipements.
367,E1202,Peut coordonner l'activité d'une équipe ou diriger un laboratoire cinématographique.
368,E1203,"Réalise le développement, le tirage et la finition de films et de photographies argentiques, numériques, individualisés ou en série, sur des équipements automatisés (développeuse, tireuse, ...) ou traditionnels (agrandisseur, ...) selon les règles de sécurité et les impératifs de production."
369,E1203,Peut réaliser des prises de vue photographiques et effectuer des activités de vente et de conseil.
370,E1203,Peut coordonner une équipe ou diriger un laboratoire photographique.
371,E1204,"Réalise le montage et la projection de programmes cinématographiques (bandes-annonces, publicités, films, ...)."
372,E1204,"Organise la projection selon les règles de sécurité des Etablissements Recevant du Public - ERP - et les impératifs de programmation des salles de cinéma, de spectacle."
373,E1204,Effectue l'entretien et/ou la maintenance du matériel de projection.
374,E1204,Peut intervenir sur un système de projection numérique.
375,E1204,Peut coordonner une équipe.
376,E1205,"Crée tout ou partie d'éléments graphiques et visuels en vue de produire un document imprimé, audiovisuel ou multimédia (livre, plaquette, page web, cd-rom, film d'animation, jeux vidéo, ...)."
377,E1205,"Peut se spécialiser dans le traitement d'un ou plusieurs médias (textes, images, son, animation, vidéo, page Internet, ...) entrant dans la composition d'un support de communication."
378,E1205,Peut coordonner une équipe.
379,E1301,"Règle, surveille et régule une machine à imprimer simple ou complexe (offset, héliogravure, typogravure, ...), sur divers supports (papier, carton, matière plastique, tissu, métal, ...), selon les règles de sécurité et les impératifs de production."
380,E1301,Effectue le contrôle de conformité des produits imprimés et la maintenance de premier niveau des machines et équipements.
381,E1301,Peut coordonner une équipe.
382,E1302,"Règle, surveille et régule une machine semi-automatique ou ligne automatisée de façonnage ou de routage de produits imprimés, selon les règles de sécurité et les impératifs de production."
383,E1302,Effectue le contrôle de conformité des produits façonnés et réalise la maintenance de premier niveau des machines et équipements.
384,E1302,Peut effectuer des opérations de magasinage.
385,E1302,Peut coordonner une équipe.
386,E1303,"Organise l'activité d'une ou de plusieurs équipes d'opérateurs et de conducteurs de machines d'impression, de façonnage, routage, ... de produits graphiques."
387,E1303,"Effectue le suivi de la fabrication selon les règles de sécurité, la réglementation et les impératifs de production."
388,E1303,"Peut mettre en place ou préconiser des solutions d'optimisation de la production (évolution des modes opératoires, des équipements, ...)."
389,E1304,"Exécute des opérations manuelles de finition de produits imprimés (pliage, encartage, collage, comptage, conditionnement, ...)."
390,E1304,"Effectue l'approvisionnement/déchargement de machines de finition (façonnage, routage....) en matériaux, consommables et produits transformés selon les règles de sécurité et les impératifs de production."
391,E1304,"Réalise des opérations de conditionnement et de préparation de l'expédition des produits finis (mise en carton, filmage, tri par destination, ...)."
392,E1304,Peut effectuer des réglages simples de machines de façonnage/routage.
393,E1305,"Procède aux opérations de lecture et de correction de textes manuscrits ou dactylographiés, d'épreuves de composition en vue de leur impression, selon les règles orthographiques, grammaticales, syntaxiques, typographiques, ..."
394,E1305,Vérifie la cohérence du texte et annote le document d'indications de mise en page.
395,E1305,"Peut effectuer la mise en page, enrichir un document (sélection de textes, illustrations, photographies, ...) et réécrire un texte."
396,E1305,"Peut intervenir dans un domaine spécifique (bibliographie, texte scientifique, langue régionale, ...)."
397,E1306,"Réalise tout ou partie des opérations de prépresse d'éléments graphiques (préparation de la forme imprimante, mise en page de texte/image, imposition, flashage, photogravure, ...) en fonction des commandes et des impératifs de quantités, délais, qualité."
398,E1306,"Peut concevoir, vectoriser ou fabriquer des éléments visuels de communication (graphismes, logos, enseignes, signalétiques, ...)."
399,E1306,"Peut graver et marquer en creux ou en relief des métaux, des plastiques, des matériaux composites, organiques et minéraux."
400,E1306,Peut coordonner une équipe et diriger un service prépresse ou signalétique.
401,E1307,"Réalise tout ou partie des opérations de reproduction de documents (prises de commande, conseil, duplication, façonnage, ...), à partir des indications données par le client (particulier, professionnel) selon les règles de sécurité et les impératifs de production."
402,E1307,"Peut réaliser ou modifier la mise en forme de documents, conditionner les produits dupliqués pour la livraison, établir un devis et effectuer des encaissements en règlement de commandes."
403,E1307,Peut coordonner une équipe.
404,E1308,"Définit et élabore tout ou partie des données nécessaires à la production/fabrication de produits graphiques (devis, dossier de production et de contrôle, gamme de fabrication, cahier des charges, planning, ordre de fabrication, procédures qualité, sous-traitance, ...), en fonction des commandes et des impératifs de production."
405,E1308,"Peut concevoir ou participer à la conception de nouveaux produits (graphiques, multimédia, ...) et élaborer des solutions d'amélioration de productivité (techniques, organisationnelles, ...)."
406,E1308,Peut coordonner une équipe et diriger un service.
407,E1401,"Elabore, coordonne le plan de promotion de produits, de sa conception à sa réalisation et organise la campagne publicitaire pour le compte de clients annonceurs selon la stratégie commerciale définie."
408,E1401,Peut développer un portefeuille de clients.
409,E1401,Peut diriger une équipe et coordonner l'activité d'une agence.
410,E1402,"Elabore le plan média et sélectionne le support (Télévision, cinéma, presse, ...) le plus adapté à la cible de la campagne publicitaire et à la marque/produit, selon le budget alloué et la politique commerciale de l'entreprise ou de l'annonceur."
411,E1402,Peut négocier l'achat d'espaces publicitaires dans les différents types de supports média.
412,E1402,Peut coordonner une équipe ou un service.
413,F1101,"Réalise la conception et l'étude de projet d'aménagement ou de construction d'un ouvrage selon l'environnement et la réglementation. Etablit la configuration d'un ouvrage ou d'un espace (esquisse, croquis, ...) et définit les possibilités techniques appropriées. Coordonne et suit les phases de réalisation de travaux. Mène des actions de recherche et de développement de marchés."
414,F1101,Peut coordonner une équipe ou diriger une structure.
415,F1102,"Conçoit l'aménagement (décoration, second oeuvre, ...) d'espaces de vie professionnels, culturels, privés selon la réglementation et les contraintes techniques particulières. Effectue le suivi du chantier (menuiserie, électricité, ...) jusqu'à la réception des travaux."
416,F1102,"Peut intervenir en tant que maître d'oeuvre de projets (dépôt de déclaration de travaux, ...)."
417,F1102,"Peut concevoir du mobilier à usage privé ou professionnel, des objets de décoration."
418,F1102,"Peut coordonner une équipe, diriger un service ou une structure."
419,F1103,"Contrôle des bâtiments, des locaux et réalise des diagnostics techniques (électricité, solidité du bâtiment, sécurité, ...), sanitaires (amiante, plomb, parasites, gaz, ...) selon la réglementation."
420,F1103,Peut réaliser des calculs de surfaces.
421,F1103,Peut coordonner une équipe.
422,F1104,"Etudie et réalise les plans ou dessins de projets de constructions, de réhabilitations, d'aménagements d'ouvrages intérieurs et/ou extérieurs selon les solutions techniques et architecturales retenues et la réglementation."
423,F1104,Peut coordonner une équipe.
424,F1105,"Etudie les données géologiques, géophysiques de sols, sous-sols, gisements et analyse leurs caractéristiques (compositions, natures, risques géologiques, potentiels, ...)."
425,F1105,Peut suivre et contrôler l'exploitation de ressources naturelles.
426,F1105,Peut coordonner une équipe.
427,F1106,"Elabore des projets d'ouvrage et de construction et étudie les procédés techniques, les modes constructifs, les coûts."
428,F1106,Réalise l'étude d'exécution des travaux et effectue le suivi technique et économique du chantier.
429,F1106,"Peut coordonner une équipe, un projet."
430,F1107,"Procède à des relevés métriques des terrains fonciers, des infrastructures, des réseaux divers et des ouvrages existants ou à édifier selon les règles de sécurité. Etablit des plans, des cartes d'implantations d'ouvrages selon la législation en vigueur."
431,F1107,Peut évaluer et expertiser la valeur de biens fonciers.
432,F1108,Effectue les métrés et établit les devis quantitatif et estimatif d'ouvrages à réaliser dans le cadre d'une opération de construction.
433,F1108,Peut préparer les dossiers d'exécution des travaux et effectuer le suivi des chantiers.
434,F1201,"Organise et suit les différents moyens techniques (matériels, matériaux, ...), humains (internes et externes de l'entreprise) et financiers (mode constructif, ...) nécessaires à la réalisation d'un chantier de construction, de la phase projet jusqu'à la livraison selon les délais et les règles de sécurité. Négocie et contractualise des prestations avec le maître d'ouvrage."
435,F1202,"Prépare, organise et suit au quotidien le déroulement des activités d'un ou de plusieurs chantiers de Bâtiment Travaux Publics selon les normes de sécurité. Coordonne les interventions des équipes internes et externes à l'entreprise selon les impératifs de délais."
436,F1203,"Coordonne l'ensemble des opérations d'extraction, de transport sur site, de traitement et d'expédition des matériaux solides, liquides ou gazeux issus de leur milieu naturel selon les normes de sécurité."
437,F1204,"Analyse les risques d'accidents professionnels, les risques liés à la co-activité sur un chantier, définit et met en place les moyens, outils et équipements de prévention et de protection de la santé des intervenants selon la réglementation."
438,F1204,Peut coordonner une équipe.
439,F1301,"Approvisionne et alimente en matériels et matériaux au moyen d'une grue les différents corps de métiers intervenant sur un site (chantier, portuaire, naval) selon les règles de sécurité."
440,F1302,"Conduit et manipule différents types d'engins lourds de chantier destinés au creusement, au terrassement, au nivellement ou à l'extraction selon les règles de sécurité. Peut transporter des matériaux, des minerais ou des déblais sur des emplacements de chantiers déterminés. Peut prendre en charge l'acheminement de l'engin sur le chantier à l'aide d'un véhicule porteur."
441,F1401,"Effectue la mise en oeuvre des installations de forage et réalise les opérations d'extraction et de pompage de produits liquides (eau, pétrole, ...) ou gazeux issus du sous-sol selon les règles de sécurité. Peut manipuler des machines spéciales lors de forage en grande profondeur. Peut intervenir dans un environnement terrestre (on-shore) ou maritime (off-shore)."
442,F1402,"Réalise les opérations d'abattage, de creusement, de forage, ... pour extraire des roches de leur milieu naturel à l'aide d'engins et de produits explosifs selon les règles de sécurité. Charge et transporte des matières au sein de l'exploitation. Peut effectuer des démolitions (parois rocheuses, montagnes, ...) pour l'aménagement d'ouvrages de travaux publics."
443,F1501,"Monte une structure (charpente et ossature d'ouvrage), en bois ou en matériaux composites, composée d'éléments préfabriqués et le plus souvent pré-assemblés, selon les règles de sécurité. Peut entretenir et réhabiliter des constructions existantes. Peut fabriquer des pièces, des ensembles et des ouvrages en bois et en matériaux composites."
444,F1502,"Monte une structure métallique définitive (construction de bâtiments, de passerelles, de ponts, ...) ou provisoire (échafaudages, tribunes, chapiteaux, ...) composée d'éléments préfabriqués et le plus souvent pré-assemblés au sol, selon les règles de sécurité."
445,F1503,"Dessine les plans, usine et assemble les structures de constructions en bois (charpentes, coques de bateaux, ossatures de maisons en bois, ...) manuellement ou à l'aide de machines à bois selon les règles de sécurité."
446,F1503,Peut effectuer la mise en place et le montage final des structures réalisées sur site.
447,F1503,Peut coordonner une équipe et diriger une structure.
448,F1601,"Réalise des éléments de décoration intérieure ou extérieure (corniches, rosaces, colonnes, ...) en plâtre liquide, staff, stuc, chaux, ...sur des constructions neuves ou en rénovation."
449,F1601,"Peut monter des cloisons, poser des éléments d'isolation et effectuer des travaux de restauration."
450,F1601,"Peut coordonner une équipe, diriger un service ou une structure."
451,F1602,"Réalise des travaux d'installation et de mise en service des équipements électriques dans des bâtiments à usage domestique, tertiaire et industriel selon les règles de sécurité."
452,F1602,"Peut câbler et raccorder des installations très basse tension (téléphonie, informatique, alarmes, ...)."
453,F1602,Peut effectuer des travaux de dépannage et de maintenance.
454,F1603,"Prépare et pose tous les éléments nécessaires à l'installation complète d'un équipement sanitaire et de chauffage (gaz, fuel, charbon, bois, solaire ...) selon les règles de sécurité. Règle et met en service les installations et procède à leur dépannage et réparation."
455,F1603,Peut monter des systèmes de ventilation et climatisation à usage domestique.
456,F1603,Peut intervenir en installation et en maintenance de piscines.
457,F1604,"Procède à l'assemblage de panneaux préfabriqués (agglomérés, stratifiés, placoplâtre) selon les règles de sécurité. Effectue le montage et la pose de cloisons, de doublages, de sols ou de faux-plafonds pour corriger les caractéristiques géométriques ou acoustiques d'une pièce, isoler un bâtiment ou agencer un intérieur à des fins diverses (magasins, ...)."
458,F1604,"Peut agencer des cuisines, des stands et des bâtiments modulaires préfabriqués."
459,F1605,"Effectue des opérations d'installation de câblages aériens ou souterrains de réseaux de distribution (électricité, signaux, téléphonie, ...) selon les règles de sécurité. Peut entretenir et dépanner les différents réseaux de la très haute tension à la basse tension (transformateur,...)."
460,F1605,"Peut installer différents types d'éclairages extérieurs (routes, rues, aéroports, monuments, ...)."
461,F1606,"Réalise les finitions et embellissements des surfaces par application de peinture, résine, vernis, après préparation manuelle ou mécanique des supports. Pose des revêtements muraux (papiers peints, tissus...)."
462,F1606,"Peut poser des revêtements de sol (moquette, linoléum, ...), des vitres, ..."
463,F1607,"Prépare et pose toutes fermetures intérieures et extérieures en bois, métal, aluminium, PVC (portes, fenêtres, battants, volets roulants, grilles, murs, stores, clôtures, portes de garages,...) selon les règles de sécurité."
464,F1607,Peut installer et régler des automatismes de fermetures.
465,F1607,"Peut entretenir, réparer, remplacer des éléments posés et leur système de fermeture."
466,F1608,"Revêt toute surface horizontale ou verticale par scellement, collage ou fixation d'éléments rigides (carrelage, faïence, pierres ornementales, ...) selon les règles de sécurité."
467,F1608,Peut installer des parquets et effectuer des travaux d'agencement.
468,F1609,"Pose et fixe tous revêtements souples (moquettes, caoutchouc, plastiques, ...) sur les sols selon les règles de sécurité. Prépare et corrige préalablement les supports en fonction de la nature du matériau employé."
469,F1610,"Effectue la préparation et la pose des éléments de couverture (ardoises, tuiles, tôles, ...) pour la mise hors d'eau de tous types de bâtiments, dans le cadre de travaux neufs ou de rénovation, selon les règles de sécurité. Réalise la protection des parties en saillie et pose des systèmes d'évacuation d'eaux pluviales (gouttières, ...). Peut réaliser des travaux simples de charpente. Peut encadrer une équipe."
470,F1611,"Prépare le support et réalise l'application ou la projection de produits d'étanchéité et de parement pour l'entretien, la rénovation et l'embellissement de façades, murs et terrasses selon les règles de sécurité."
471,F1612,"Taille et ornemente, dans le cadre de travaux neufs ou de rénovation, des éléments de construction extérieure (parements de fenêtres, pavés, escaliers, ...), intérieure (cheminées, ...) ou de décoration (corniches, fontaines, bancs, ...) en minéraux naturels (grès, granit, calcaire, ardoise ...) selon les règles de sécurité."
472,F1612,"Peut sculpter et graver, poser les éléments façonnés sur les chantiers et effectuer des travaux de protection ou restauration de la pierre."
473,F1612,Peut coordonner une équipe ou diriger une structure.
474,F1613,"Réalise l'étanchéité et l'isolation des toitures, des terrasses, des murs ou des façades d'immeubles d'habitation, de maisons individuelles et de bâtiments industriels, selon les règles de sécurité. Peut réaliser l'isolation thermique d'installations et d'équipements de chauffage, de climatisation et de ventilation par des travaux de calorifugeage. Peut réaliser des opérations de réfection dans le cadre de chantiers de réhabilitation."
475,F1701,"Procède à la construction de tous ouvrages et bâtiments réalisés au moyen d'un moule et d'armatures métalliques noyées dans une masse de béton, selon les impératifs de mise en oeuvre et les règles de sécurité. Réalise les coffrages et procède à l'assemblage des éléments préfabriqués de constructions en béton, béton armé ou béton précontraint."
476,F1701,Peut encadrer une petite équipe et prendre en charge l'approvisionnement d'un chantier.
477,F1702,"Réalise tout ou partie des ouvrages liés à la construction ou à la réfection de routes, chaussées (enrobés, ...), voies ferrés et de leurs dépendances (bordures, trottoirs, caniveaux,...) selon les règles de sécurité."
478,F1702,Peut conduire des engins de travaux publics.
479,F1703,"Construit des murs, des façades, des cloisons, par maçonnage d'éléments portés (parpaings, briques, pierres, carreaux de plâtre, ...) selon les règles de sécurité. Maçonne des structures horizontales (chapes, dalles, ...), réalise différents coffrages et éléments de ferraillage, effectue l'étanchéité et l'isolation des locaux. Peut construire des ouvrages particuliers tels que des piscines, des monuments funéraires, ... Peut avoir en charge l'approvisionnement, le rangement et le maintien en propreté du chantier. Peut encadrer une petite équipe."
480,F1704,"Prépare le terrain, les outils et les matériaux nécessaires à l'exécution de travaux de construction, de réparation ou d'entretien dans le bâtiment, sur les routes ou voiries, dans les ports ou voies navigables, selon les règles de sécurité. Peut réaliser divers travaux simples."
481,F1705,"Effectue l'installation et la maintenance des réseaux d'eau, d'assainissement, de gaz et de toutes les canalisations de transport et de distribution de fluides selon les règles de sécurité."
482,F1705,Peut encadrer une équipe.
483,F1706,"Réalise des produits en béton (panneaux, dalles, escaliers, murs, pièces spéciales pour réseaux d'assainissement, ....) sur mesure ou en petites séries."
484,F1706,"Intervient à partir d'un moule, à l'aide d'outillage et équipements manuels ou semi automatisés, selon les règles de sécurité et les impératifs de production (délais, quantité, qualité, ...)."
485,F1706,"Peut réaliser des armatures, transporter et déplacer les produits."
486,F1706,Peut coordonner une équipe.
487,G1101,Accueille et renseigne les touristes afin de faciliter leurs conditions de séjour ou de voyage.
488,G1101,"Peut gérer les conditions de séjour de la clientèle d'un réceptif touristique (club de vacances, hôtel club, ...)."
489,G1101,Peut coordonner l'activité d'une équipe.
490,G1102,"Elabore ou participe à l'élaboration de projets de valorisation du patrimoine local (aménagement de circuits de visite ou d'infrastructures de loisirs, mise en valeur de sites, ...) afin d'augmenter l'attractivité du territoire et les flux touristiques."
491,G1102,"Peut organiser des manifestations évènementielles (festival, spectacles, ...)."
492,G1102,Peut diriger une structure.
493,G1201,"Accompagne des personnes lors de circuits touristiques ou de visites de sites afin de leur faire découvrir des lieux (spécificités géographiques, historiques, culturelles, ...), selon les règles de sécurité des biens et des personnes."
494,G1201,Peut animer des conférences.
495,G1201,"Peut effectuer un accompagnement sportif (randonnée équestre, ascension de sommets, ...)."
496,G1202,"Met en place et anime des activités culturelles, techniques ou ludiques selon les besoins du public et la spécificité de la structure (centre socioculturel, séjour de vacances, maison de retraite, ...)."
497,G1202,Peut animer un espace multimédia.
498,G1202,Peut coordonner l'activité d'une équipe.
499,G1203,"Organise et met en oeuvre des activités récréatives auprès d'enfants ou d'adolescents selon la spécificité de la structure (accueil périscolaire, séjour de vacances, accueil de loisirs, ...)."
500,G1203,Peut encadrer un groupe d'enfants ou d'adolescents lors de séjours avec hébergement.
501,G1203,Peut coordonner l'activité d'une équipe.
502,G1203,Peut diriger un accueil collectif de mineurs (ACM).
503,G1204,"Organise et anime des activités sportives dans une ou plusieurs disciplines afin de former ou entraîner le public selon ses besoins (loisirs, initiation, compétition, ...) et les règles de sécurité des personnes."
504,G1204,Peut mener des actions de surveillance et de sauvetage en milieu aquatique.
505,G1204,"Peut effectuer le suivi et la préparation (physique, technique, ...) de sportifs de haut niveau."
506,G1204,Peut coordonner l'activité d'une équipe et l'encadrement technique d'une discipline ou spécialité sportive
507,G1204,Peut gérer une structure sportive.
508,G1205,"Accueille, informe et oriente les visiteurs afin de leur faire découvrir les attractions de la structure (jeux électroniques, manèges, équipements sportifs, ...) selon les règles de sécurité des établissements recevant du public."
509,G1205,Peut piloter une attraction.
510,G1205,Peut effectuer la vente de produits.
511,G1205,Peut coordonner l'activité d'une équipe.
512,G1206,"Organise le déroulement technique d'un jeu (cartes, roulette,...) dans les établissements de jeux (casinos, ...) selon la réglementation des jeux."
513,G1206,Peut superviser plusieurs tables de jeux.
514,G1206,Peut coordonner une équipe.
515,G1301,"Elabore un produit touristique (circuits, séjours, ...) et coordonne les différentes étapes de réalisation du montage du produit jusqu'à sa mise sur le marché selon les règles de sécurité des biens et des personnes."
516,G1301,Peut être spécialisé sur un type de produit ou une destination.
517,G1301,Peut diriger un service.
518,G1302,"Adapte et réajuste en temps réel le prix de prestations touristiques (places d'avion, de train, nuitées, location de véhicules, ...) afin de mettre en adéquation l'offre et la demande, avec l'objectif d'optimiser la rentabilité des produits ou des services et la compétitivité de l'entreprise."
519,G1302,Peut coordonner une équipe.
520,G1303,"Informe et conseille la clientèle sur les caractéristiques de produits touristiques (voyages, locations, prestations, ...) et réalise tout ou partie des opérations de vente (réservation, émission de titres de transport, suivi administratif, ...), selon les objectifs commerciaux de la structure."
521,G1303,Peut réaliser l'assemblage d'une offre touristique à la demande. Peut réaliser des ventes par téléphone.
522,G1303,Peut coordonner une équipe.
523,G1401,"Supervise et coordonne l'activité des équipes (employés du hall, employés d'étage, serveurs, cuisiniers, ...) d'un établissement hôtelier ou de restauration. Veille à l'application des normes d'hygiène et de sécurité et effectue le suivi commercial et financier de la structure, selon les objectifs définis par la direction."
524,G1401,Peut participer à l'accueil et au service des clients.
525,G1401,Peut établir les tarifs des prestations de l'établissement.
526,G1402,"Dirige, organise et coordonne l'ensemble des services d'un établissement hôtelier ou de restauration. Définit les règles de fonctionnement et la politique commerciale de l'établissement selon des objectifs de rentabilité, la charte qualité de l'établissement et les normes d'hygiène et de sécurité."
527,G1402,Peut participer à l'accueil et au service des clients.
528,G1403,"Organise l'activité et gère l'exploitation de structures de loisirs ou d'hébergement touristique dans ses dimensions techniques, commerciales, humaines, financières, ..., dans un objectif de qualité et de rentabilité économique, selon les règles de sécurité des biens et des personnes."
529,G1404,"Supervise et contrôle la production et le fonctionnement (cuisine, service, achats, ...) d'un ou plusieurs établissements de restauration collective (écoles, hôpitaux, entreprise, ...) selon les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement."
530,G1404,Peut recruter du personnel.
531,G1404,Peut participer à la production culinaire.
532,G1501,"Réalise les travaux de nettoyage, de remise en ordre et d'entretien des chambres, salles de bains et parties communes d'établissements d'hébergement hôtelier ou touristique (hôtels, bateaux de croisière, ...), selon la charte qualité de l'établissement et les normes d'hygiène et de sécurité."
533,G1501,Peut participer au service des petits-déjeuners.
534,G1501,Peut participer au nettoyage et à l'entretien du linge.
535,G1502,"Réalise tout ou partie des activités d'un établissement hôtelier ou de tourisme (accueil, services aux clients, entretien des chambres et des locaux, ...), selon la charte qualité de l'établissement et les règles d'hygiène et de sécurité."
536,G1502,Peut effectuer le service en salle pour les repas.
537,G1503,"Organise et coordonne les activités du personnel d'étage (femmes de chambre, valets de chambre, ...) d'un établissement d'hébergement hôtelier ou touristique (hôtels, bateaux de croisière, ...)."
538,G1503,Contrôle la conformité du travail effectué selon la charte qualité de l'établissement et les normes d'hygiène et de sécurité.
539,G1503,"Peut participer à des travaux ou des services spécifiques (nettoyage, remise en ordre des chambres, petits-déjeuners, ...)."
540,G1601,"Définit, met en oeuvre et supervise la production culinaire (élaboration des menus, préparation et dressage des plats, commandes de produits, ...) d'un établissement de restauration, selon les normes d'hygiène et de sécurité alimentaires, la charte qualité de l'établissement et les impératifs budgétaires. Contrôle et coordonne les activités d'une brigade."
541,G1601,Peut créer des recettes culinaires.
542,G1602,"Prépare et cuisine des mets selon un plan de production culinaire, les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement."
543,G1602,"Peut cuisiner un type de plats particulier (desserts, poissons, viandes, ...)."
544,G1602,"Peut élaborer des plats, des menus."
545,G1603,"Prépare et assemble des produits (pain, viennoiseries), des plats simples chauds ou froids (sandwichs, salades, glaces, ...) et en effectue la vente selon les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement."
546,G1603,Peut servir les plats à table.
547,G1604,"Prépare, assemble et cuit des produits culinaires spécifiques (pizzas, crêpes, ...) selon les normes d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement."
548,G1604,Peut effectuer la vente et la livraison des produits préparés.
549,G1605,"Effectue l'entretien et le nettoyage de la vaisselle, des équipements de cuisine (batterie, chambre froide, sols, ...) dans un restaurant commercial ou de collectivité selon les règles d'hygiène et de sécurité alimentaires et la charte qualité de l'établissement."
550,G1605,Peut préparer les fruits de mer.
551,G1701,"Organise et coordonne les services du hall (bagagerie, voiturier, ...) et contribue au confort des clients de l'hôtel durant leur séjour (réservation des spectacles, location de voitures, achats divers, ...) selon la charte qualité de l'établissement."
552,G1701,Peut effectuer des réservations de chambres.
553,G1701,Peut recruter et former du personnel pour le hall.
554,G1702,"Effectue des prestations d'accueil, d'accompagnement et de services (port des bagages, prise en charge des voitures, ...) pour des clients à leur arrivée, leur départ et durant leur séjour dans des hôtels, des restaurants, des établissements de loisirs (casino, discothèque, ...) et veille à la sécurité des locaux et des biens selon la charte qualité de l'établissement."
555,G1702,Peut renseigner les clients sur les services de l'établissement et son environnement.
556,G1703,"Accueille et renseigne des clients sur les conditions de séjour, les formalités, les prix et les possibilités d'accueil d'un établissement d'hébergement hôtelier ou touristique selon la charte qualité et la politique commerciale de l'établissement."
557,G1703,"Effectue les tâches administratives (réservations, planification, traitement du courrier, ...) et comptables (facturation, encaissement, ...) des dossiers clients."
558,G1703,Peut superviser et coordonner les activités du personnel de la réception.
559,G1703,"Peut effectuer la promotion de l'établissement d'hébergement hôtelier ou touristique (courriers d'information, prospection, stratégie tarifaire, ...)."
560,G1801,"Effectue le service au comptoir, en salle, en terrasse, de boissons chaudes ou froides selon la législation relative à la consommation d'alcools. Entretient la verrerie, les équipements du bar et les locaux selon les règles d'hygiène et la réglementation sur les Etablissements Recevant du Public (ERP)."
561,G1801,"Peut effectuer la vente de produits complémentaires (tabac, tickets de loterie, ...)."
562,G1801,"Peut assurer l'exploitation d'un bar, d'un café, d'une brasserie."
